vrFragment_trace.txt_vr_frag_thput_mbps,0.214,1.881,0.491
vrFragment_trace.txt_vr_burst_thput_mbps,8.953,1.53,0.406
vrFragment_trace.txt_vr_frag_time,104.103,1.47,-0.297
vrFragment_trace.txt_vr_burst_time,106.609,1.419,-0.357
delay_trace.txt_dl_delay,10.317,0.436,0.084
vrFragment_trace.txt_vr_frag_thput_mbps,0.212,2.22,0.483
vrFragment_trace.txt_vr_burst_thput_mbps,8.104,1.357,0.49
vrFragment_trace.txt_vr_frag_time,70.893,1.481,0.464
vrFragment_trace.txt_vr_burst_time,73.908,1.479,0.409
delay_trace.txt_dl_delay,10.83,0.951,0.351
vrFragment_trace.txt_vr_frag_thput_mbps,0.214,1.821,0.515
vrFragment_trace.txt_vr_burst_thput_mbps,7.416,1.276,0.545
vrFragment_trace.txt_vr_frag_time,46.807,0.728,0.792
vrFragment_trace.txt_vr_burst_time,48.107,0.783,0.774
delay_trace.txt_dl_delay,12.209,1.204,0.367
vrFragment_trace.txt_vr_frag_thput_mbps,0.192,1.477,0.562
vrFragment_trace.txt_vr_burst_thput_mbps,6.989,1.111,0.569
vrFragment_trace.txt_vr_frag_time,38.295,0.648,0.848
vrFragment_trace.txt_vr_burst_time,41.004,0.696,0.826
delay_trace.txt_dl_delay,11.423,1.123,0.441
vrFragment_trace.txt_vr_frag_thput_mbps,0.199,1.682,0.568
vrFragment_trace.txt_vr_burst_thput_mbps,6.675,0.994,0.593
vrFragment_trace.txt_vr_frag_time,37.542,0.686,0.845
vrFragment_trace.txt_vr_burst_time,38.207,0.731,0.844
delay_trace.txt_dl_delay,10.578,1.023,0.499
vrFragment_trace.txt_vr_frag_thput_mbps,0.169,1.135,0.634
vrFragment_trace.txt_vr_burst_thput_mbps,6.135,0.877,0.628
vrFragment_trace.txt_vr_frag_time,35.358,0.655,0.858
vrFragment_trace.txt_vr_burst_time,36.595,0.704,0.851
delay_trace.txt_dl_delay,9.532,0.895,0.564
